sampleId,sampleId_orig,locality,lat,long,continent,country,city,province,min_day,max_day,min_month,max_month,year,jday,exactDate,sr_season,bio_rep,tech_rep,exp_rep,loc_rep,fruit_type,subsample,nFlies,fly_type,library_type,sampling_strategy,seq_platform,set,collector,SRA_Accession,reference,SequencingId,low_qual,DIN,DNA_result,DNA_Status,library_result,totalreads,SimCont.Norm,pcrdup,pNpS,private,Cov,Miss,Recommendation,collapsedSamples,N,cluster1.0,cluster2.0_k4,cluster2.0_k5,cluster2.0_k8,fruit_type_curated
US_Lou_Wes_9_2013-09-15,LA_NLA-30C-095_NA_Sep_2013,US_Lou_Wes,32.5,-92.14,North_America,USA,West Monroe,Louisiana,1,30,9,9,2013,258,FALSE,NA,BR-1,TR-1,30C_095,NA,NA,9,72,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8448931,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0160911109198928,0.01338,0.311086909838329,3.49052030936335,8.44575093253879,0.0702661411690139,Collapse,NA,NA,NA,NA,NA,NA,NA
US_Mai_Bow_1_2004-07-01,ME_bow1_NA_NA_2004,US_Mai_Bow,44.039352,-69.864744,North_America,USA,Bowdoin,Maine,1,30,1,12,2004,183,FALSE,NA,BR-1,TR-1,NA,Rocky Ridge (could be Biscay Farm),NA,1,16,isofemale,pooled,NA,Illumina GA2,dest_plus,Reinhardt et al,SRR1177950,https://doi.org/10.1534/genetics.114.161463,NA,NA,NA,NA,NA,NA,NA,0.0158801558198238,0.150682,0.314489040190495,3.60379370413696,20.5370171990672,0.046814813520645,Pass,NA,NA,4,4,3,4,NA
US_Mai_Bow_1_2009-10-15,ME_bo_09_fall.r1,US_Mai_Bow,44,-69.96,North_America,USA,Bowdoin,Maine,1,30,10,10,2009,288,FALSE,fall,BR-1,TR-1,NA,Rocky Ridge Orchard,NA,1,86,5gen_lab,pooled,NA,Illumina HiSeq 2000,DrosRTEC,P._Schmidt_lab,SRR1525698,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.0128252698423121,0.047774,0.449796562056458,5.02743523486457,70.8008496468784,0.0541017984269042,Abnormal PNPS,NA,NA,NA,NA,NA,NA,NA
US_Mai_Bow_2_2009-10-15,ME_bo_09_fall.r2,US_Mai_Bow,44,-69.96,North_America,USA,Bowdoin,Maine,1,30,10,10,2009,288,FALSE,fall,BR-2,TR-1,NA,Rocky Ridge Orchard,NA,2,75,wild,pooled,NA,Illumina HiSeq 2000,DrosRTEC,P._Schmidt_lab,SRR1525699,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.0185232683596438,0.040125,1.25050470895945,5.91661447623237,19.3761942221027,0.0215270589068892,Abnormal PNPS,NA,NA,NA,NA,NA,NA,NA
US_Mai_Wal_1_2004-07-01,ME_bow2_NA_NA_2004,US_Mai_Wal,44.039352,-69.864744,North_America,USA,Walpole,Maine,1,30,1,12,2004,183,FALSE,NA,BR-2,TR-1,NA,Biscay Farm (could be Rocky Ridge),NA,1,16,isofemale,pooled,NA,Illumina GA2,dest_plus,Reinhardt et al,SRR1177123,https://doi.org/10.1534/genetics.114.161463,NA,NA,NA,NA,NA,NA,NA,0.0158994453306261,0.142872,0.318002162645885,3.58399179919832,19.4841155008186,0.0407076261706373,Pass,NA,NA,4,4,3,4,NA
US_Mas_Lan_1_2012-07-28,MA_la_12_spring,US_Mas_Lan,42.45,-71.67,North_America,USA,Lancaster,Massachusetts,28,28,7,7,2012,210,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,100,wild,pooled,NA,Illumina HiSeq 2000,DrosRTEC,P._Schmidt,SRR3590557,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.0128521738998576,0.026298,0.349058200394898,4.09265047835679,52.7740716657634,0.0498883050565318,Pass,NA,NA,4,4,3,4,NA
US_Mas_Lan_1_2012-10-02,MA_la_12_fall,US_Mas_Lan,42.45,-71.67,North_America,USA,Lancaster,Massachusetts,2,2,10,10,2012,276,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,63,wild,pooled,NA,Illumina HiSeq 2000,DrosRTEC,P._Schmidt_lab,SRR3590556,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.012589817253137,0.016548,0.336049184918883,3.98407703390283,46.2102450894313,0.052043097796045,Pass,NA,NA,4,4,3,4,NA
US_Mas_Lan_1_2014-07-20,MA_la_14_spring,US_Mas_Lan,42.45,-71.67,North_America,USA,Lancaster,Massachusetts,20,20,7,7,2014,201,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,32,wild,pooled,NA,Illumina HiSeq 4000,DrosRTEC,P._Schmidt_lab,SRR3939082,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00845940733073451,0.283631,0.360769116994527,4.31666214768863,85.1892559642972,0.0557644830948259,Pass,NA,NA,4,4,3,4,NA
US_Mas_Lan_1_2014-10-20,MA_la_14_fall,US_Mas_Lan,42.45,-71.67,North_America,USA,Lancaster,Massachusetts,20,20,10,10,2014,293,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,90,wild,pooled,NA,Illumina HiSeq 4000,DrosRTEC,P._Schmidt_lab,SRR3939080,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.0081689594935448,0.110481,0.369888486247011,4.32992644079545,107.613955071266,0.0630902930954908,Pass,NA,NA,4,4,3,4,NA
US_Mic_Ben_1_2014-07-26,MI_bh_14_spring,US_Mic_Ben,42.1111,-86.4483,North_America,USA,Benton Harbor,Michigan,26,26,7,7,2014,207,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,106,wild,pooled,NA,Illumina HiSeq 4000,DrosRTEC,T._Karasov_et_al,SRR3939059,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.008227946855526,0.156232,0.367317294598275,4.22031733616836,109.124703796659,0.0583021883279148,Pass,NA,NA,4,4,3,4,NA
US_Mic_Ben_1_2014-11-05,MI_bh_14_fall,US_Mic_Ben,42.1111,-86.4483,North_America,USA,Benton Harbor,Michigan,5,5,11,11,2014,309,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,34,wild,pooled,NA,Illumina HiSeq 4000,DrosRTEC,T._Karasov_et_al,SRR3939058,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00847446316569844,0.237173,0.381315470283383,4.39600744770516,171.723312726429,0.0651028889267434,Pass,NA,NA,4,4,3,4,NA
US_New_Ith_1_2004-07-01,I,US_New_Ith,42.35,-76.57,North_America,USA,Ithaca,New York,1,30,1,12,2004,183,FALSE,NA,BR-1,TR-1,NA,NA,NA,1,19,NA,inbred_line,NA,NA,dgn,E._Hill-Burns;B._Lazzaro,NA,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pass,NA,NA,NA,4,3,4,NA
US_New_Ith_1_2012-07-25,NY_it_12_spring,US_New_Ith,42.44,-76.5,North_America,USA,Ithaca,New York,25,25,7,7,2012,207,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,30,wild,pooled,NA,Illumina HiSeq 2000,DrosRTEC,Howick/Lazzaro,SRR3590559,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.0128771600676662,0.012198,0.351414511103418,4.22057875463283,68.4421019169221,0.0565239990041363,Pass,NA,NA,4,4,3,4,NA
US_New_Ith_1_2012-09-23,NY_it_12_fall,US_New_Ith,42.44,-76.5,North_America,USA,Ithaca,New York,23,23,9,9,2012,267,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,58,wild,pooled,NA,Illumina HiSeq 2000,DrosRTEC,Howick/Lazzaro,SRR3590558,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.0132163805695349,0.013919,0.331183350533196,4.06412090582962,35.5401635330934,0.042508139923699,Pass,NA,NA,4,4,3,4,NA
US_Nor_Ral_1_2003-07-01,RAL,US_Nor_Ral,35.76,-78.66,North_America,USA,Raleigh,North Carolina,1,30,1,12,2003,182,FALSE,NA,BR-1,TR-1,insilico pool,NA,NA,1,205,NA,inbred_line,NA,NA,dgn,T._Mackay,NA,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pass,NA,NA,NA,4,5,4,NA
US_Nor_Ral_2_2003-07-01,NC_ra_03_n,US_Nor_Ral,35.77,-78.63,North_America,USA,Raleigh,North Carolina,1,30,1,12,2003,182,FALSE,NA,BR-1,TR-1,pool-seq,NA,NA,2,92,inbred,pooled,NA,Illumina HiSeq 2000,DrosRTEC,Mackay,SRR1525697,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.0130490834673587,0.011574,0.309245568010176,3.49037992000318,25.4623984341192,0.0568205256626594,Pass,NA,NA,4,4,3,4,NA
US_Pen_Lin_1_2009-07-15,PA_li_09_spring,US_Pen_Lin,39.88,-75.41,North_America,USA,Linvilla,Pennsylvania,1,30,7,7,2009,196,FALSE,spring,BR-1,TR-1,NA,NA,NA,1,55,F1,pooled,NA,Illumina HiSeq 2000,DrosRTEC,P._Schmidt_lab,SRR1525768,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.0127269419659894,0.074462,0.42006124392064,4.32339649713188,173.628945206245,0.0188903496830659,Pass,NA,NA,4,4,3,4,NA
US_Pen_Lin_1_2009-11-16,PA_li_09_fall,US_Pen_Lin,39.88,-75.41,North_America,USA,Linvilla,Pennsylvania,1,30,11,11,2009,320,FALSE,fall,BR-1,TR-1,NA,NA,NA,1,74,F1,pooled,NA,Illumina HiSeq 2000,DrosRTEC,P._Schmidt_lab,SRR1525769,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.0122899096554768,0.026878,0.346652893603084,4.01682449366749,63.2834834874324,0.0404421595876387,Pass,NA,NA,4,4,3,4,NA
US_Pen_Lin_1_2010-07-15,PA_li_10_spring,US_Pen_Lin,39.88,-75.41,North_America,USA,Linvilla,Pennsylvania,1,30,7,7,2010,196,FALSE,spring,BR-1,TR-1,NA,NA,NA,1,116,F1,pooled,NA,Illumina HiSeq 2000,DrosRTEC,P._Schmidt_lab,SRR1525770,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.0123202966276456,0.059847,0.47639704006124,3.91179659043725,34.0277081442403,0.133260342155851,Pass,NA,NA,4,4,3,4,NA
US_Pen_Lin_1_2010-11-16,PA_li_10_fall,US_Pen_Lin,39.88,-75.41,North_America,USA,Linvilla,Pennsylvania,1,30,11,11,2010,320,FALSE,fall,BR-1,TR-1,NA,NA,NA,1,33,F1,pooled,NA,Illumina HiSeq 2000,DrosRTEC,P._Schmidt_lab,SRR1525771,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.0124866210947489,0.019454,0.387912461730355,4.32020862055824,75.2218672768697,0.0248174856577675,Pass,NA,NA,4,4,3,4,NA
US_Pen_Lin_1_2011-07-15,PA_li_11_spring,US_Pen_Lin,39.88,-75.41,North_America,USA,Linvilla,Pennsylvania,1,30,7,7,2011,196,FALSE,spring,BR-1,TR-1,NA,NA,NA,1,75,F1,pooled,NA,Illumina HiSeq 2000,DrosRTEC,P._Schmidt_lab,SRR1525772,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.0138430648420438,0.006151,0.359936138123395,4.09750025223169,59.1992702837146,0.0468191813437656,Pass,NA,NA,4,4,3,4,NA
US_Pen_Lin_1_2011-10-15,PA_li_11_fall,US_Pen_Lin,39.88,-75.41,North_America,USA,Linvilla,Pennsylvania,1,30,10,10,2011,288,FALSE,fall,BR-1,TR-1,NA,NA,NA,1,47,F1,pooled,NA,Illumina HiSeq 2000,DrosRTEC,P._Schmidt_lab,SRR1525773,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.0118815189821689,0.080446,1.38809798681068,6.30578823908928,68.6674258652853,0.0108753942567008,Abnormal PNPS,NA,NA,NA,NA,NA,NA,NA
US_Pen_Lin_1_2011-11-16,PA_li_11_frost,US_Pen_Lin,39.88,-75.41,North_America,USA,Linvilla,Pennsylvania,1,30,11,11,2011,320,FALSE,frost,BR-1,TR-1,NA,NA,NA,1,50,F1,pooled,NA,Illumina HiSeq 2000,DrosRTEC,P._Schmidt_lab,SRR1525774,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.0401592806142844,0.003154,0.359688641615139,3.93941940332932,55.9871192247122,0.0298831898503438,Pass,NA,NA,4,4,3,4,NA
US_Pen_Lin_1_2012-07-16,PA_li_12_spring,US_Pen_Lin,39.88,-75.41,North_America,USA,Linvilla,Pennsylvania,16,16,7,7,2012,198,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,115,wild,pooled,NA,Illumina HiSeq 2000,DrosRTEC,P._Schmidt_lab,SRR3590561,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.029869474834248,0.019175,0.349375576634325,3.89292898235521,63.0439545873497,0.0553767174644496,Pass,NA,NA,4,4,3,4,NA
US_Pen_Lin_1_2012-09-13,PA_li_12_sum,US_Pen_Lin,39.88,-75.41,North_America,USA,Linvilla,Pennsylvania,13,13,9,9,2012,257,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,50,wild,pooled,NA,Illumina HiSeq 2000,DrosRTEC,P._Schmidt_lab,SRR3590563,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.0128666604267535,0.020459,0.342124828307522,4.06471998444091,52.8554040602482,0.0575688793573282,Pass,NA,NA,4,4,3,4,NA
US_Pen_Lin_1_2012-10-10,PA_li_12_fall,US_Pen_Lin,39.88,-75.41,North_America,USA,Linvilla,Pennsylvania,10,10,10,10,2012,284,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,100,wild,pooled,NA,Illumina HiSeq 2000,DrosRTEC,P._Schmidt_lab,SRR3590560,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.0585083894014856,0.020378,0.308692940512607,3.545059584694,26.206521421964,0.0519693301166743,Pass,NA,NA,4,4,3,4,NA
US_Pen_Lin_1_2013-06-15,PA_li_13_spring,US_Pen_Lin,39.88,-75.41,North_America,USA,Linvilla,Pennsylvania,1,30,6,6,2013,166,FALSE,spring,BR-1,TR-1,NA,NA,NA,1,54,wild,pooled,NA,Illumina HiSeq 4000,DrosRTEC,P._Schmidt_lab,SRR3939095,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00924718784281692,0.419781,0.376879797172924,4.6210411931055,78.6656950042615,0.0621667411623166,Pass,NA,NA,4,4,3,4,NA
US_Pen_Lin_1_2014-06-27,PA_li_14_spring,US_Pen_Lin,39.88,-75.41,North_America,USA,Linvilla,Pennsylvania,27,27,6,6,2014,178,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,92,wild,pooled,NA,Illumina HiSeq 4000,DrosRTEC,P._Schmidt_lab,SRR3939097,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00919946838905995,0.495161,0.341453204548113,3.89426066444699,54.0796751783895,0.0529841210217018,Pass,NA,NA,4,4,3,4,NA
US_Pen_Lin_1_2014-10-17,PA_li_14_fall,US_Pen_Lin,39.88,-75.41,North_America,USA,Linvilla,Pennsylvania,17,17,10,10,2014,290,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,50,wild,pooled,NA,Illumina HiSeq 4000,DrosRTEC,P._Schmidt_lab,SRR3939096,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00859631300503167,0.310347,0.376129753179742,4.28773456579649,107.857019284693,0.0619216577538809,Pass,NA,NA,4,4,3,4,NA
US_Pen_Lin_1_2015-07-15,PA_li_15_spring,US_Pen_Lin,39.88,-75.41,North_America,USA,Linvilla,Pennsylvania,1,30,7,7,2015,196,FALSE,spring,BR-1,TR-1,NA,NA,NA,1,74,wild,pooled,NA,Illumina HiSeq 4000,DrosRTEC,P._Schmidt_lab,SRR3939099,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.0089868555098455,0.204504,0.394385670247739,4.34107823721144,211.898379896147,0.0777234711769779,Pass,NA,NA,4,4,3,4,NA
US_Pen_Lin_1_2015-10-15,PA_li_15_fall,US_Pen_Lin,39.88,-75.41,North_America,USA,Linvilla,Pennsylvania,1,30,10,10,2015,288,FALSE,fall,BR-1,TR-1,NA,NA,NA,1,52,wild,pooled,NA,Illumina HiSeq 4000,DrosRTEC,P._Schmidt_lab,SRR3939098,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.0592768672902154,0.111421,0.366231327358088,4.23118914548267,96.4355660082271,0.0551054271172901,Pass,NA,NA,4,4,3,4,NA
US_Pen_Sta_1_2014-06-18,PA_st_14_spring,US_Pen_Sta,40.793395,-77.860001,North_America,USA,State College,Pennsylvania,18,18,6,6,2014,169,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,45,wild,pooled,NA,Illumina HiSeq 4000,DrosRTEC,S._Schaeffer,SRR3939084,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00868746868130676,0.357068,0.352412056298675,4.19598263068836,92.2476294987996,0.048720155028602,Pass,NA,NA,4,4,3,4,NA
US_Pen_Sta_1_2014-10-16,PA_st_14_fall,US_Pen_Sta,40.793395,-77.860001,North_America,USA,State College,Pennsylvania,16,16,10,10,2014,289,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,67,wild,pooled,NA,Illumina HiSeq 4000,DrosRTEC,S._Schaeffer,SRR3939083,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.0090479639477489,0.407394,0.357588977648861,4.1397846642937,76.3435594805259,0.0533529594185554,Pass,NA,NA,4,4,3,4,NA
US_Pen_Sta_1_2015-07-18,PA_st_15_spring,US_Pen_Sta,40.793395,-77.860001,North_America,USA,State College,Pennsylvania,18,18,7,7,2015,199,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,47,wild,pooled,NA,Illumina HiSeq 4000,DrosRTEC,S._Schaeffer,SRR3939089,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00845423552851211,0.251076,0.353612122635969,4.05049575888386,79.5287249639904,0.0582706429387102,Pass,NA,NA,4,4,3,4,NA
US_Rho_Pro_10_2015-06-11,RI_pvdspring7_11_Jun_2015,US_Rho_Pro,41.823834,-71.396821,North_America,USA,Providence,Rhode Island,10,12,6,6,2015,162,FALSE,NA,BR-7,TR-1,NA,Student Garden,NA,10,34,wild,pooled,NA,Illumina HiSeq 2000,dest_plus,J. Lange et al,SRR14308772,https://doi.org/10.1093/molbev/msab368,NA,NA,NA,NA,NA,NA,NA,0.0123727635187326,0.009513,0.297527738476432,3.39776625612645,12.8512516957205,0.0254920716730655,Pass,NA,NA,4,4,3,4,NA
US_Rho_Pro_11_2015-06-11,RI_pvdspring8_11_Jun_2015,US_Rho_Pro,41.823834,-71.396821,North_America,USA,Providence,Rhode Island,10,12,6,6,2015,162,FALSE,NA,BR-8,TR-1,NA,Student Garden,NA,11,34,wild,pooled,NA,Illumina HiSeq 2000,dest_plus,J. Lange et al,SRR14308771,https://doi.org/10.1093/molbev/msab368,NA,NA,NA,NA,NA,NA,NA,0.0124797525021164,0.009427,0.301680559889449,3.40036527334994,14.8520812627521,0.0307193853211054,Pass,NA,NA,4,4,3,4,NA
US_Rho_Pro_12_2015-06-11,RI_pvdspring9_11_Jun_2015,US_Rho_Pro,41.823834,-71.396821,North_America,USA,Providence,Rhode Island,10,12,6,6,2015,162,FALSE,NA,BR-9,TR-1,NA,Student Garden,NA,12,34,wild,pooled,NA,Illumina HiSeq 2000,dest_plus,J. Lange et al,SRR14308770,https://doi.org/10.1093/molbev/msab368,NA,NA,NA,NA,NA,NA,NA,0.0123676179986276,0.010454,0.301205942107323,3.36135002435227,14.1131892536047,0.0299322065320309,Pass,NA,NA,4,4,3,4,NA
US_Rho_Pro_1_2014-09-25,RI_pvdfall1_25_Sep_2014,US_Rho_Pro,41.833989,-71.4047,North_America,USA,Providence,Rhode Island,24,26,9,9,2014,268,FALSE,NA,BR-1,TR-1,NA,Brown Street Park,NA,1,41,wild,pooled,NA,Illumina HiSeq 2000,dest_plus,J. Lange et al,SRR14308776,https://doi.org/10.1093/molbev/msab368,NA,NA,NA,NA,NA,NA,NA,0.0138107526119911,0.010827,0.344795271049596,3.49387611085282,20.1500588552688,0.0438898279708598,Pass,NA,NA,4,4,3,4,NA
US_Rho_Pro_1_2015-06-11,RI_pvdspring1_11_Jun_2015,US_Rho_Pro,41.833989,-71.4047,North_America,USA,Providence,Rhode Island,10,12,6,6,2015,162,FALSE,NA,BR-1,TR-1,NA,Brown Street Park,NA,1,34,wild,pooled,NA,Illumina HiSeq 2000,dest_plus,J. Lange et al,SRR14308762,https://doi.org/10.1093/molbev/msab368,NA,NA,NA,NA,NA,NA,NA,0.0119894770092942,0.011074,0.305199239737693,3.39759243403812,18.6160018881284,0.0356074647067759,Pass,NA,NA,4,4,3,4,NA
US_Rho_Pro_2_2014-09-25,RI_pvdfall2_25_Sep_2014,US_Rho_Pro,41.827639,-71.401978,North_America,USA,Providence,Rhode Island,24,26,9,9,2014,268,FALSE,NA,BR-2,TR-1,NA,Center for Environmental Studies,NA,2,41,wild,pooled,NA,Illumina HiSeq 2000,dest_plus,J. Lange et al,SRR14308775,https://doi.org/10.1093/molbev/msab368,NA,NA,NA,NA,NA,NA,NA,0.0139158931783116,0.019853,0.365174981151043,3.60455003257126,24.4750884865802,0.047461736656179,Pass,NA,NA,4,4,3,4,NA
US_Rho_Pro_2_2015-06-11,RI_pvdspring10_11_Jun_2015,US_Rho_Pro,41.823834,-71.396821,North_America,USA,Providence,Rhode Island,10,12,6,6,2015,162,FALSE,NA,BR-10,TR-1,NA,Student Garden,NA,2,34,wild,pooled,NA,Illumina HiSeq 2000,dest_plus,J. Lange et al,SRR14308769,https://doi.org/10.1093/molbev/msab368,NA,NA,NA,NA,NA,NA,NA,0.012325450258316,0.010169,0.303082431016416,3.41463914673701,15.7450005183924,0.0310435748593925,Pass,NA,NA,4,4,3,4,NA
US_Rho_Pro_3_2014-09-25,RI_pvdfall3_25_Sep_2014,US_Rho_Pro,41.823612,-71.389529,North_America,USA,Providence,Rhode Island,24,26,9,9,2014,268,FALSE,NA,BR-3,TR-1,NA,Fox Point Community Garden (Gano Park),NA,3,41,wild,pooled,NA,Illumina HiSeq 2000,dest_plus,J. Lange et al,SRR14308766,https://doi.org/10.1093/molbev/msab368,NA,NA,NA,NA,NA,NA,NA,0.0135462693183719,0.013265,0.35379485575199,3.61394747678035,27.7891157263335,0.010491511135765,Pass,NA,NA,4,4,3,4,NA
US_Rho_Pro_3_2015-06-11,RI_pvdspring11_11_Jun_2015,US_Rho_Pro,41.834655,-71.39653,North_America,USA,Providence,Rhode Island,10,12,6,6,2015,162,FALSE,NA,BR-11,TR-1,NA,Weymouth Street,NA,3,34,wild,pooled,NA,Illumina HiSeq 2000,dest_plus,J. Lange et al,SRR14308768,https://doi.org/10.1093/molbev/msab368,NA,NA,NA,NA,NA,NA,NA,0.0119670966340152,0.010742,0.299484142147497,3.28284860283464,15.9999934670642,0.0342660576950609,Pass,NA,NA,4,4,3,4,NA
US_Rho_Pro_4_2014-09-25,RI_pvdfall4_25_Sep_2014,US_Rho_Pro,41.823834,-71.396821,North_America,USA,Providence,Rhode Island,24,26,9,9,2014,268,FALSE,NA,BR-4,TR-1,NA,Student Garden,NA,4,41,wild,pooled,NA,Illumina HiSeq 2000,dest_plus,J. Lange et al,SRR14308765,https://doi.org/10.1093/molbev/msab368,NA,NA,NA,NA,NA,NA,NA,0.0134082142820447,0.013242,0.355417801619157,3.61479179195642,28.9850076950744,0.00825421507063983,Pass,NA,NA,4,4,3,4,NA
US_Rho_Pro_4_2015-06-11,RI_pvdspring12_11_Jun_2015,US_Rho_Pro,41.834655,-71.39653,North_America,USA,Providence,Rhode Island,10,12,6,6,2015,162,FALSE,NA,BR-12,TR-1,NA,Weymouth Street,NA,4,34,wild,pooled,NA,Illumina HiSeq 2000,dest_plus,J. Lange et al,SRR14308767,https://doi.org/10.1093/molbev/msab368,NA,NA,NA,NA,NA,NA,NA,0.0426322960144136,0.010839,0.298301142772206,3.34986008219233,15.764794705182,0.0303291931223287,Pass,NA,NA,4,4,3,4,NA
US_Rho_Pro_5_2014-09-25,RI_pvdfall5_25_Sep_2014,US_Rho_Pro,41.825072,-71.412921,North_America,USA,Providence,Rhode Island,24,26,9,9,2014,268,FALSE,NA,BR-5,TR-1,NA,Mixed locations,NA,5,41,wild,pooled,NA,Illumina HiSeq 2000,dest_plus,J. Lange et al,SRR14308764,https://doi.org/10.1093/molbev/msab368,NA,NA,NA,NA,NA,NA,NA,0.0136982087321476,0.013635,0.360091779164244,3.79504537042112,32.1676892649267,0.0111151392146557,Pass,NA,NA,4,4,3,4,NA
US_Rho_Pro_5_2015-06-11,RI_pvdspring2_11_Jun_2015,US_Rho_Pro,41.833989,-71.4047,North_America,USA,Providence,Rhode Island,10,12,6,6,2015,162,FALSE,NA,BR-2,TR-1,NA,Brown Street Park,NA,5,34,wild,pooled,NA,Illumina HiSeq 2000,dest_plus,J. Lange et al,SRR14308761,https://doi.org/10.1093/molbev/msab368,NA,NA,NA,NA,NA,NA,NA,0.0122532486116122,0.010975,0.297490400805352,3.25935492730803,14.83052603682,0.0257871423905484,Pass,NA,NA,4,4,3,4,NA
US_Rho_Pro_6_2015-06-11,RI_pvdspring3_11_Jun_2015,US_Rho_Pro,41.827639,-71.401978,North_America,USA,Providence,Rhode Island,10,12,6,6,2015,162,FALSE,NA,BR-3,TR-1,NA,Center for Environmental Studies,NA,6,34,wild,pooled,NA,Illumina HiSeq 2000,dest_plus,J. Lange et al,SRR14308760,https://doi.org/10.1093/molbev/msab368,NA,NA,NA,NA,NA,NA,NA,0.0120656879943373,0.010785,0.303736067766384,3.35024801833416,15.9681129797834,0.0355220494990835,Pass,NA,NA,4,4,3,4,NA
US_Rho_Pro_7_2015-06-11,RI_pvdspring4_11_Jun_2015,US_Rho_Pro,41.827639,-71.401978,North_America,USA,Providence,Rhode Island,10,12,6,6,2015,162,FALSE,NA,BR-4,TR-1,NA,Center for Environmental Studies,NA,7,34,wild,pooled,NA,Illumina HiSeq 2000,dest_plus,J. Lange et al,SRR14308759,https://doi.org/10.1093/molbev/msab368,NA,NA,NA,NA,NA,NA,NA,0.012047130916538,0.010364,0.298753626302783,3.27276958655176,14.8597832750361,0.0286335071241622,Pass,NA,NA,4,4,3,4,NA
US_Rho_Pro_8_2015-06-11,RI_pvdspring5_11_Jun_2015,US_Rho_Pro,41.823612,-71.389529,North_America,USA,Providence,Rhode Island,10,12,6,6,2015,162,FALSE,NA,BR-5,TR-1,NA,Fox Point Community Garden (Gano Park),NA,8,34,wild,pooled,NA,Illumina HiSeq 2000,dest_plus,J. Lange et al,SRR14308774,https://doi.org/10.1093/molbev/msab368,NA,NA,NA,NA,NA,NA,NA,0.0121899109651331,0.010054,0.310852895975801,3.63568476254722,19.7004373794478,0.0305475842783604,Pass,NA,NA,4,4,3,4,NA
